학년도,학기,학년,교과목 ID,국문 교과목,영문 교과목,이수구분,학점,시간,국문 개요,영문 개요,Department,Major
2026,2학기(겨울학기포함),2학년,21505075,컴퓨터구조,Computer Architecture,전공선택,3,3,"본 과목은 위와 같은 컴퓨터의 하드웨어와 소프트웨어의 동작을 이해하기 위한 기본적인 지식을 다룬다. 먼저, 컴퓨터의 구성 및 설계에 사용되는 다양한 기능 모듈들(Functional Modules)을학습한다. 다양한 기능 모듈들을 학습한 후 컴퓨터 설계자들이 이들을 이용하여 기초적인 컴퓨터를 설계할 때 경험하는 설계단계를 배운다.","This subject deals with basic knowledge for understanding the hardware and software behavior of the computer as above. First, various functional modules used in the configuration and design of a computer are learned. After learning various functional modules, computer designers learn the design steps that they experience when designing basic computers using them.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),2학년,21505573,선형대수,Linear Algebra,전공선택,3,3,"본 과목은 행렬, 행렬식, 역행렬, Cramer의 법칙, 선형시스템, 벡터, 벡터공간, 고유치, 벡터미적분 등을 학습한다. 따라서 상위 전공과목을 위한 기초를 다지도록 강의를 구성하였다.","In this subject, we learn matrices, matrices, inverse matrices, Cramer's laws, linear systems, vectors, vector spaces, eigenvalues, and vector calculus to lay the foundation for higher major subjects.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),2학년,21505579,고급프로그래밍,Advanced Programming,전공선택,3,3,"객체 지향형 언어인 C++ 를 학습한다. C++ 의 기본 함수, 제어문, 함수정의, 배열등을 공부하고, 클래스의 정의, 생성자, operator overloading, 클래스 상속, virtual function, pointer 멤버변수의 deep copy, 파일 입출력 등을 학습한다.","We learn C++, an object-oriented language. Learn basic functions, control statements, function definitions, arrangements, etc. of C++, and learn class definitions, constructors, operator overloading, class inheritance, virtual function, deep copy of pointer member variables, and file input/output.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21501984,전자회로,Electronic Circuits,전공선택,3,3,"PN접합 다이오드를 이용한 회로, 여러 가지의 트랜지스터의 특성과 회로 그리고 연산 증폭기의 회로와 특성을 이해한다. 또한 이러한 이해를 통하여 여러 복잡한 전자 회로를 분석하고 합성하기 위한 기초 이론을 습득한다.","Understand circuits using PN junction diodes, characteristics and circuits of various transistors, and circuits and characteristics of operational amplifiers. This understanding also allows us to acquire basic theories for analyzing and synthesizing several complex electronic circuits.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21502404,디지털신호처리,Digital Signal Processing,전공선택,3,3,"아날로그 신호의 디지털 신호화 과정에 필요한 표본화이론, Z-변환, 디지털 필터의 분석과 설계, 이산 푸리에 변환 및 고속 푸리에 변환 등에 대하여 학습하며 Matlab을 이용하여 문제의 능동적 해결 능력과 프로그래밍 능력을 배양하는 학습을 진행한다.","This course aims to design various digital signal processing algorithms and to cultivate their application skills to practical applications based on what they have learned in the competitive subject ""Signals and Systems"". We learn about sampling theory, Z-transformation, analysis and design of digital filters, discrete Fourier transform, and fast Fourier transform, and use Matlab to cultivate active problem solving and programming ability.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21502433,응용회로실험,Electronic Circuits Applications Lab,전공필수,1,2,"전자회로의 기초가 되는 다이오드, BJT, MOSFET을 이용하여 여러 가지 응용회로를 구성하고 특성을 관찰한다. 또한, HDL을 이용한 회로설계 방법을 숙지하고 다양한 디지털 회로 블록을 설계하고 검증한다.","Several electronic circuits applications are implemented and tested based on diode, BJT, and MOSFET. Digital circuit blocks are designed and verifiedusing HDL and CAD tools.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21503216,마이크로프로세서응용,Micoprocessor Application,전공선택,3,3,"IT기기를 구성하는데 있어서 디지털 시스템은 핵심 구성요소이며, 이때 SW를 통해 디지털시스템의 기능과 성능을 확장하는 역할이 마이크로프로세서를 통해 이루어진다. 본 교과목에서는 마이크로프로세서의 내부 구조 및 동작 원리, 기억장치 및 주변장치와의 인터페이스 방법 및구현을 학습하고, 마이크로프로세서에서 SW가 실행되는 과정을 이해한다.","The digital system is a key component in configuring IT devices, and the role of expanding the functions and performance of the digital system through SW is through a microprocessor. In this course, we learn the internal structure and operating principles of microprocessors, the method and implementation of interfaces with memory and peripheral devices, and understand the process of SW execution in microprocessors.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21503228,데이터통신,Data Communication,전공선택,3,3,"데이터통신의 원리와 관련 프로토콜 및 시스템의 동작 구조 등을 중점을 두고 학습한다. 이를 위한 데이터통신 기본 원리, 설계 방법, 및 표준 등을 고찰한다. 특히 데이터 적용을 살펴보고 최신의 표준기술과 실제적인 네트워킹 프로토콜들을 학습한다.","It focuses on the principles of data communication and the operation structure of related protocols and systems. For this purpose, the basic principles, design methods, and standards of data communication are considered. In particular, we look at data applications and learn the latest standard technologies and practical networking protocols.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21503259,확률및랜덤변수론,Probability and Random Variables,전공선택,3,3,"여러 환경 하에 랜덤하게 발생하는 현상들에 대한 확률적 해석, 이에 대한 수학적인 표현의 모델링 및 이에 필요한 배경 이론에 대해서 학습한다. 이를 위하여 확률적 사건에 대한 이해와 이를 실수 값들로 표현되는 랜덤변수로의 변환을 통한 각종 확률 분포 함수의 설정 및 특정 사건의 통계적 분석과 예측을 위한 기본적인 이론에 대하여 학습한다.","This course is a fundamental study of electrical, electronic, and communication systems, and learns probabilistic interpretations of random events under different environments, modeling mathematical representations, and background theories required for them. To this end, we learn about the understanding of stochastic events and the setting of various probability distribution functions by converting them into random variables expressed by real numbers, and basic theories for statistical analysis and prediction of specific events.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21504390,전송및전파,Transmission and Propagation,전공선택,3,3,"전자기학에서 학습한 내용을 바탕으로 맥스웰 방정식, 파동 방정식 및 진행파의 특성에 대하여 학습한다. 전송선로를 따라 진행하는 파동의 특성 및 반사, 투과와 같은 현상들에 대하여 학습한다. 평면파의 전파 특성에 대하여 학습하며 불연속에서의 반사 및 투과에 대하여 학습한다.","Based on what we learned in electromagnetism, we learn about Maxwell's equation, wave equation, and properties of the traveling wave. Learn about thecharacteristics of waves along the transmission line, and phenomena such as reflection and transmission. The propagation characteristics of plane waves are learned, and reflection and transmission in discontinuity are learned.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),3학년,21504466,자료구조,Data Structure,전공선택,3,3,"C++ 를 이용한 자료구조의 설계, 구현, 응용을 학습한다. 자료구조의 기본인 ADT, Efficiency, recursion 에 대해서 학습하고, 중요 자료구조인 list, stack, queue, table, tree, graph 의 구현과 응용에 대해서 학습한다.","Learn the design, implementation, and application of data structures using C++. Learn ADT, efficiency, and recurrence, which are the basics of data structure, and implementation and application of important data structures such as list, stack, queue, table, tree, and graph.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21500340,머신러닝,Machine Learning,전공선택,3,3,"머신러닝기술은 고전적인 알고리즘으로 해결할 수 없는 많은 문제를 해결하는 모델을 제공한다. 본 과목에서는 인공지능 기술을 이해하기 위해 기본적인 머신러닝의 개념과 학습 및 검증방법, 그리고 고전적인 머신러닝 기법을 이론과 실습을 통해 학습하고 딥러닝 이해를 위한 기초를 준비한다.","Machine learning techniques provide models that solve many problems that cannot be solved by classical algorithms. To understand artificial intelligence technology, basic machine learning concepts, learning and verification methods, and classical machine learning techniques are learned through theory and practice, and the basis for understanding deep learning is prepared",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21500341,IoT실험,Experiment- IoT,전공필수,1,2,"이 과목은 자동차, 에너지, 항공, 국방, 헬스 등과 같은 다양한 산업에 IT 기술을 접목하기 위하여 프로젝트 기반으로 수업을 진행하여 실무 능력을 향상시키는 내용을 포함한다. 먼저 관련 분야의 기본지식을 습득한 후 융합 지식 및 방법론을 학습한다.","This course includes improving practical skills by conducting project-based classes to incorporate IT technology into various industries such as automobiles, energy, aviation, defense, and health. First, basic knowledge in related fields is acquired, and then convergence knowledge and methodology are learned.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21503760,통신시스템,Communication Systems,전공선택,3,3,"본 과목에서는 통신시스템을 위한 기본적인 변복조 및 전송방식을 다루며, 특히 라디오 및 TV방송과 전통적인 통신시스템에 널리 사용되는 여러 아날로그 통신 방식에 대하여 구체적으로 학습한다. 일반적인 통신시스템의 해석은 선형 시스템, 확률 및 Random Process, 푸리에 변환 등의 기법을 이용한다.","This subject deals with basic modulation and transmission methods for communication systems, and specifically learns about radio and TV broadcasting and various analog communication methods widely used in traditional communication systems. Interpretation of general communication systems uses techniques such as linear systems, probability and random process, and Fourier transform.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21504180,융합전자회로,Advanced Electronic Circuits,전공선택,3,3,"전자회로를 바탕으로 차동증폭기, 출력단 회로에 대해서 이해하고, 회로의 주파수 응답에 대해서 학습한다. 부궤환 회로를 이해하고 발진기 등의 신호발생기와 waveform shaping 회로를 학습한다. 또한, 아날로그 회로와 디지털 회로를 연결시켜주는 D/A 및 A/D변환기와 기본 디지털 회로에 대해서도 학습한다.",Understand differential amplifiers and output terminal circuits based on electronic circuits and learn about frequency responses of circuits. Understand the negative trajectory circuit and learn the signal generator such as the oscillator and the waveform shaping circuit. We also learn about D/A and A/D converters and basic digital circuits that connect analog and digital circuits.,IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21504181,디지털시스템설계,Digital System Design,전공선택,3,3,"Top-down방식으로 디지털 시스템을 설계하는 방법을 공부한다. 이를 위해 HDL의 사용법을 익히고 이를 이용한 다양한 시스템 모델링 방법을 공부한다. 또한 덧셈기, 곱셈기, Counter, Shifter 등 Subsystem의 구조와 알고리즘을 익히고 프로젝트를 통해 간단한 디지털 시스템을 설계한다.","Study how to design a digital system in a top-down manner. To this end, we learn how to use HDL and study various system modeling methods using it. We also learn the structure and algorithms of Subsystem, such as adder, multiplier, counter, and shifter, and design simple digital systems through projects.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21504182,컴퓨터통신망,Computer Network,전공선택,3,3,"데이터통신을 배경으로 컴퓨터 네트워크의 각 계층별 프로토콜 기능을 응용계층으로부터 링크 계층으로의 Top-down 방식으로 학습하고, 이를 바탕으로 인터넷 구조 및 인터넷 프로토콜인 HTTP, DNS, SMTP, TCP, UDP, IP, ICMP, ARP, Ethernet 등을 학습한다.","Based on data communication, each layer of the computer network's protocol functions are learned from the application layer to the link layer in a top-down manner, and based on this, HTTP, DNS, SMTP, TCP, UDP, IP, ICMP, ARP, Ethernet, etc. It also covers concepts such as Wireless LAN, Mobile IP, and Security.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21505520,무선공학,RF Engineering,전공선택,3,3,"무선공학은 RF 및 마이크로파 대역에서의 신호 전송과 처리를 위한 이론을 다루는 과목입니다. 본 강의에서는 무선 시스템의 아키텍처, 링크 버짓 분석, 주요 RF 부품의 동작 원리를 학습합니다. 또한 위성통신, 국방, 6G, 무선전력전송 등 실제 응용 사례를 통해 이론과 실무를 연결하며, 무선 분야의 동향을 파악하고 기술 적 통찰을 제시하는 능력을 기를 수 있도록 구성되어 있습니다. ","RF Engineering deals with the theories of signal transmission and processing in the RF and microwave frequency ranges. This course covers the architecture of wireless systems, link budget analysis, and the operating principles of key RF components. In addition, through practical application cases such as satellite communications, defense systems, 6G, and wireless power transfer, students will bridge theory with practice. The course is designed to help students understand current trends in the RF field and develop the ability to provide technical insights. ",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),3학년,21506853,알고리즘,Algorithm,전공선택,3,3,"본 과목은 프로그램의 구현에 앞서 능률적인 알고리즘을 어떻게 구현하는지를 학습한다. 시간과 공간의 능률성을 나타내는 차수를 학습하고, 대표적인 알고리즘 방법들인 divide-and-conquer, dynamic programming, greedy algorithm, backtracking, branch-and-bound, np problem 를 학습한다.","This subject learns how to implement efficient algorithms before implementing the program. Learn order indicating time and space efficiency, and learn representative algorithmic methods such as divide-and-conquer, dynamic programming, greedy algorithm, backtracking, branch-and-bound, and np problem.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),4학년,21500977,인공신경망,Artificial Neural Network,전공선택,3,3,인공신경망의 원리와 종류를 살펴보고 그 동작을 이해한다. 이를 기반으로 딥러닝 네트워크의 원리를 공부하고 설계하여 그 동작을 이론과 실습을 통해 이해한다. 또한 응용 분야에 따른 다양한 딥러닝 네트워크를 알아보고 학습과 검증 과정을 통해 설계 및 응용분야에 적용하는 예제를 공부한다.,,IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),4학년,21501828,운영체제,Operating Systems,전공선택,3,3,운영체제의 기본 개념들을 학습하고 가장 널리 쓰이는 운영체제 중의 하나인 UNIX의 기본적인 사용법을 익힌다. 운영체제의 기본 개념은 교재에 따라 공부하고 UNIX 의 기본 사용법을 강의와 실습을 통해 익힌다.,"Learn the basic concepts of the operating system and learn the basic usage of UNIX, one of the most widely used operating systems. The basic conceptsof the operating system are studied according to the textbook and the basic usage of UNIX is learned through lectures and practice.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),4학년,21504147,디지털통신,Digital Communication,전공선택,3,3,"디지털 신호를 사용하는 통신 시스템의 성능을 해석하기 위해 랜덤 프로세스와 스펙트럼 분석 방법을 기초로 하여 다양한 디지털 신호 방식을 사용하는 시스템의 성능 평가, 디지털 신호의 최적 수신원리, 그리고 통신 채널에 의해 왜곡된 신호의 보상 등을 학습하며, 현재 사용되고 있는 디지털 통신 시스템들에 관하여 종합적으로 정리한다.","To analyze the performance of communication systems using digital signals, we learn the performance evaluation of systems using various digital signal methods, optimal reception principles of digital signals, and compensation of signals distorted by communication channels.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),4학년,21505081,멀티미디어융합기술,Multimedia Convergence Technology,전공선택,3,3,"본 과목은 멀티미디어융합 기기를 구성하는 영상 및 오디오의 알고리즘과 분석, 처리기법에 대하여 학습하고, 각 기기에의 적용방법과 그 구조에 대하여 설명한다. 대표적인 기기로는 CD, HDTV, DVD, DAB등이 있으며 알고리즘의 적용 예를 통하여 신호의 압축과 복원, 저장 및 응용에 대하여 학습한다.","This subject will learn the algorithms, analysis, and processing techniques of video and audio constituting multimedia convergence devices, and explain how to apply them to each device and their structure. Representative devices include CD, HDTV, DVD, DAB, etc., and learn about the compression, restoration, storage, and application of signals through application examples of algorithms.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),4학년,21506852,클라우드융합,IT Conversion with Cloud System,전공선택,3,3,"IIT융합관련 핵심기술중 클라우드시스템 기술을 학습하고 이를 이용한 IT융합의 여러 사례들을 학습한다. 클라우드 시스템과 관련한 가상화기술, 관리기술, IT융합에 사용되는 사례로서 IoT서비스 융합등을 학습한다.","Among the core technologies related to IT convergence, cloud system technology is learned and various cases of IT convergence are learned using it. As an example used for virtualization technology, management technology, and IT convergence related to cloud systems, IoT service convergence is learned.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),4학년,21500343,IT융합응용,IT Convergence Application,전공선택,3,3,"본 과목은 IT융합 전공 4학년 학생을 대상으로 하는 과목으로, 다양한 분야의 개별적으로 분산되어 있는 IT융합공학을 복합적으로 통합하여 이해할 수 있는 능력을 배양하고자 한다. 정보통신공학, 전자공학, 컴퓨터공학, 전기공학 등의 다양한 IT융합공학분야의 개별적인 융합에 대한 내용이 다루어지고 이를 통합적으로 이해하고 설계능력을 학습하게 된다.","This subject is aimed at 4th graders majoring in IT convergence, and it aims to cultivate the ability to understand IT convergence engineering that has been individually distributed in various fields. Individual convergence in various IT convergence engineering fields such as information and communication engineering, electronic engineering, computer engineering, and electrical engineering will be dealt with, and design capabilities will be learned.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),4학년,21500978,고급인공신경망,Advanced Artificial Neural Network,전공선택,3,3,"본 교과목에서는 심층강화학습 프로젝트를 통해 인공신경망 활용 응용력을 배양하고자 함. 또한, 산업화 현장에서 널리 사용되는 오토인코더 구조에 대해 학습하고 이를 기반으로 한 이상탐지 등 다양한 응용예제를 실습함",,IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),4학년,21504183,SoC설계,SoC Design,전공선택,3,3,"본 과목은 SoC 설계에 필요한 기본적인 구성요소인 마이크로프로세서, 메모리, 버스, 주변장치, 하드웨어 가속기, 그리고 소프트웨어 등의 기능과 동작 원리를 공부한다. 또한, 이 구성요소들을 조합하여 시스템을 구성하는 방법과 하드웨어와 소프트웨어를 혼합하여 설계하는 방법에 대해 공부한다.","This course studies the functions and operation principles of microprocessor, memory, bus, peripheral device, hardware accelerator, and software, which are the basic components required for SoC design. In addition, we study how to configure a system by combining these components and how to design amixture of hardware and software.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),4학년,21506896,정보보호론,Information Security,전공선택,3,3,"본 교과목은 정보보호에 관한 기초적 개념부터 실제 비즈니스에 적용되는 내용까지 유기적으로 정보보호에 대해 학습한다. 주요 주제는 정보보호에 관한 개념과 개요, 대칭키, 공개키, 일방향 암호 등 암호기술의 개념, PKI, 접근제어, SSL 등 보안 프로토콜, 방화벽, IDS 등 네트워크 보안 기술 등이다.","This course organically learns about information security from the basic concepts of information security to the contents applied to actual business.The main topics are concepts and overviews of information security, concepts of cryptographic technologies such as symmetric keys, public keys, and one-way passwords, security protocols such as PKI, access control, SSL, and network security technologies such as firewalls and IDS.",IT대학,전자정보공학부 IT융합전공
2026,2학기(겨울학기포함),4학년,21506897,이동통신시스템,Mobile Communication Systems,전공선택,3,3,"이동통신시스템의 구성, 채널특성, 잡음과 간섭, 변복조, 셀룰러 개념을 이용한 시스템 설계, 다중접속 방식 등 이동통신시스템의 전반적인 내용을 다룬다. 또한, 3G, 4G 이동통신망을 포함한 최근의 이동통신망 구조와 원리를 학습한다.","It deals with the overall contents of the mobile communication system, including the composition of the mobile communication system, channel characteristics, noise and interference, modulation, system design using cellular concepts, and multiple access methods. In addition, we learn recent mobile network structures and principles, including 3G and 4G mobile networks.",IT대학,전자정보공학부 IT융합전공
2026,1학기(여름학기포함),1학년,21505182,기초공학수학1,Elementary Engineering Mathematics 1,전공기초,3,3,"공학 전 분야의 기초가 되는 미분과 적분의 이론 및 응용을 배우는 과목으로, 함수의 극한과 연속성, 도함수의 정의와 응용, 여러가지 미분법, 초월함수의 미분, 선형근사, 정적분 및 부정적분, 미적분학의 기본정리, 여러가지 적분법, 초월함수의 적분, 회전체의 부피, 정적분의 수치적 해법, 이상적분 등의 주제를 다룬다.","This course covers differentiation and integration of functions of one variable with applications. Topics include: concepts of function, limits and continuity, derivatives, differentiation rules and applications, definite and indefinite integration, the fundamental theorem of calculus, arclength, area and volume, approximation of definite integrals and improper integrals.",IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),1학년,21505662,일반화학,Chemistry,전공기초,3,3,"화학의 기초원리인 원자, 분자, 이온의 구조, 화학반응과 반응식의 결정, 화학량론, 기체법칙과 분자운동론, 열화학, 양자론과 전자배치, 분자결합론 및 분자궤도함수, 전기화학등을 강의하며 화학의 전반적인 개념과 기본적인 원리를 이해시키는 것을 주목적으로 한다.","This course covers the fundamental of chemistry including structures of atoms, molecules, and ions, determination of chemical reaction and its equation, chemical entity theory, gas law and theory of molecule movement, thermochemistry, quantum theory, and electrochemistry. This course aims to understand the general concepts and principles of chemistry.",IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),1학년,21505777,물리1및실험,Physics1 and Lab.,전공기초,3,4,"뉴턴의 법칙, 에너지 보존, 운동량 보존 등 고전물리의 여러 기본 법칙들과 그 응용을 강의하며, 기본 법칙들의 이해에 도움을 주는 다양한 실험실습을 통하여 고전역학의 개념을 파악한다.","It teaches various basic laws and applications of classical physics, such as Newton's law, energy conservation, and momentum conservation, and understands the concept of classical mechanics through various experimental practices that help understand basic laws.",IT대학,전자정보공학부 전자공학전공
2026,2학기(겨울학기포함),1학년,21504430,물리2및실험,Physics2 and Lab.,전공기초,3,4,"전하간의 힘에 대한 쿨롱 법칙, 가우스 법칙, 옴의 법칙, 암페어 법칙, 패러데이의 유도실험, 맥스웰 법칙 등 전자기학의 기본 법칙들과 그 응용을 강의하고, 이를 돕기 위한 실험실습을 행한다.",,IT대학,전자정보공학부 전자공학전공
2026,2학기(겨울학기포함),1학년,21505257,기초공학수학2,Elementary Engineering Mathematics 2,전공기초,3,3,"본 과목은 선수과목이었던 기초공학수학1의 연속과목으로 수열과 무한급수, 멱급수, 벡터와 벡터함수, 공간벡터와 직선, 평면의 방정식, 중적분과 그 응용, 원주좌표와 구면좌표, 벡터해석 등을 강의한다.","This subject is a continuous course of basic engineering mathematics 1, which was a prior subject, and lectures on sequence, infinite series, power series, vector and vector functions, spatial vectors and straight lines, equations of plane, median and their applications, column coordinates and spherical coordinates, and vector analysis.",IT대학,전자정보공학부 전자공학전공
2026,2학기(겨울학기포함),1학년,21506790,공학설계입문,Introduction to Engineering Design,전공필수,3,3,기초 공학 지식을 최대한 활용하여 다양한 자료를 검색하고 이를 분석하는 능력을 향상하고 주어진 사양을 만족하는 시스템을 설계하는 능력을 배양하는 것을 목적으로 한다. 제안서 및 보고서 작성을 통해 공학 자료를 요약할 수 있는 능력을 개발하고 결과 발표 과정을 통해 공학적이며 논리적인 발표 능력을 배양하고자 한다.,"Design is an open‐ended and ill‐structured process. This course provides a framework in which engineering science and analysis can be used by acquiring and organizing design knowledge and managing the team environment in which design takes place. Formal conceptual design methods, means of acquiringand processing information, design management tools, and a few design applications are discussed.",IT대학,전자정보공학부 전자공학전공
2026,2학기(겨울학기포함),1학년,50101925,프로그래밍및실습,Programming Lab.,전공필수,3,4,"이 교과는 프로그래밍언어에 대한 기본적인 학습 및 활용능력을 배양하는데 목표가 있다. C언어, python등의 기초 언어를 중심으로 컴퓨터 언어의 명령어 체계와 프로그래밍기법을 학습하고, 실습을 통하여 실제 공학문제 해결을 위한 컴퓨터 프로그래밍 실력을 배양하고자 한다.","This course aims to obtain basic programming skills. The course focuses on fundamental languages ​​such as C language and python, and learns programming skills to solve practical engineering problems.",IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),2학년,21506854,전자공학기초실험,Basic Electronic Engineering Lab,전공필수,1,2,"본 교과목은 전자공학실험에 요구 되는 기본적인 실험 및 실습 능력 배양에 목적을 두고 있다. 본 교과목은 전자 공학 실험에 있어서 기본적으로 사용되는 여러가지 설계 도구의 사용법을 배우고 실습한다. 또한, 간단한 회로를 설계하고, 이를 통하여 측정 기기의 동작 원리와사용법을 익힌다.","This course covers basic design tools and laboratory techniques for electronic engineering. The main purpose of this course is to teach students how to use various design tools. In experiments, electronic measurement equipment is introduced, and their working principles and manipulations are practiced and demonstrated.",IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),2학년,21506855,디지털공학,Digital Engineering,전공필수,3,3,"본 과목은 디지털의 기본 개념, 디지털 논리 연산, 디지털 산술 연산, 디지털 회로의 기본 블록, 디지털 회로 설계 방법 등의 학습을 통하여 마이크로프로세서나 컴퓨터와 같은 디지털 시스템의 원리를 이해하고 설계 능력을 갖추는 것을 목표로 한다.","The goal of this course is to understand the basic theories of a digital system such as a microprocessor or a computer and to learn to design digitalsystems through the study of the basic concepts of the digital, digital logic operation, the digital arithmetic operation, basic block of digital circuits, the design methods of digital circuits, and so on.",IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),2학년,21506856,공학수학,Industrial Mathematics,전공필수,3,3,전자공학의 전공과목을 학습하는 데 있어서 기초가 되는 선형미분방정식의 기본적인 유형들에 대하여 살펴보고 그 해법과 해가 갖고 있는 특성에 대하여 학습한다. 이것과 더불어 상위 전공과정에서 접하게 되는 문제에 적용하는 예를 다루고 이러한 응용문제를 푸는데있어서 기초가 되는 멱급수 해법과 라플라스 변환에 의한 초기값 문제의 해결에 대하여 학습한다.,"This class will cover basic topics like the linear ODE (Ordinary Differential Equation) and its solutions for those who are majoring in ICE (Information, Communication, and Electronics). This class will also cover Fourier Series, Laplace transformation and initial value problems, which will help students prepare for solving problems they will face in advanced courses.",IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),2학년,21506857,회로이론,Circuit Theory,전공선택,3,3,"본 과목은 전자공학의 기초과목이다. 회로 구성 기본 소자인 전원, 저항, 인덕터 및 콘덴서의 회로적 성질과 수학적 표현을 비롯하여 이들 소자로 구성된 회로해석의 기초 원리와 해석기법을 익힌다.특히 상급학년에서 다루게 될 다른 교과목들과의 연계성을 위하여 제반 정리 및이론에 관한 개념 파악에 역점을 두어 학습한다.",The objective of this course is to help students develop their ability to analyze problems in a simple and logical manner and to apply solutions to afew well understood basic principles. Topics include elementary electric circuit concepts and their application to linear circuits with passive elements; use of Kirchhoff's voltage and current laws to derive circuit equations; and solution methods for first- and second-order transient and DC steady-state responses.,IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),2학년,21506858,전자기학,Electromagnetics,전공선택,3,3,"본 과목에서는 수학적 도구로서 벡터 해석에 관하여 공부한 후, 정전기장(Electrostatic Field)에 관하여 학습한다. 구체적으로는 스칼라 전위, 에너지 밀도, 힘, 전하 분포에 따른 정전기장, 유전율, 경계조건, 정전용량에 대한 개념, 연속 방정식, 도전율, 저항 등을 학습한다.","This course covers vector analyses as necessary mathematical tools and electrostatics including scalar potential, energy density, force, electrostatic field of charge distributions, permittivity, boundary conditions, and the concept of capacitance. Steady electric currents with the equation of continuity and electrical conductivity and resistance are also studied.",IT대학,전자정보공학부 전자공학전공
2026,1학기(여름학기포함),2학년,21506859,물리전자,Physical Electronics,전공선택,3,3,"반도체 소자의 특성을 해석하는데 필요한 양자역학과 고체물리를 간단히 공부하고 이를 통해 Energy-Band, 정공, 유효 질량 등의 개념을 이해한다. 이를 바탕으로 평형 상태에서의 반도체의 특성과 비형평 상태에서의 전자와 정공의 움직임에 대해서 공부한다. 나아가 반도체 소자의 기본이 되는 PN접합의 특성과 Diode의 동작 원리에 대해 공부한다.","This course covers an introduction to the physics of semiconductors, a survey of equilibrium and nonequilibrium electronic processes in semiconductors, and the principles of operation and design of pn junction devices.",IT대학,전자정보공학부 전자공학전공
2026,2학기(겨울학기포함),2학년,21506898,기초회로실험,Basic Circuit Lab.,전공필수,1,2,"전자회로에 기본이 되는 저항, 콘덴서, 코일등 수동소자를 연결한 회로의 전압, 전류, 전력을 측정하고 분석한다. 실험을 통하여 실험장비 사용법을 익힌다. 목표는 회로이론 및 회로망해석에서 배운 Ohm의 법칙, Kirchhoff의 전류전압법칙, Thevenin 및 Norton의 정리, Impedance, 교류회로 해석 방법등 실험을 통해서 검증한다.","Measure and analyze the voltage, current, and power of circuits that connect passive elements such as resistors, capacitors, and coils, which are thebasics of electronic circuits. Learn how to use laboratory equipment through experiments. The goal is verified through experiments such as Ohm's law,Kirchhoff's current-voltage law, Thevenin's and Norton's theorem, impedance, and AC circuit analysis methods learned in circuit theory and network analysis.",IT대학,전자정보공학부 전자공학전공
